Index,Name1,Title,Ministry of the Solicitor General,Purpose,Start Date,End Date,Destination,Attendees,Other Attendees,Air Fare,Other Transportation,Accommodation,Meals,Incidentals,Subtotal,Hospitality,Other Expenses,Total
"ABOU-HAMDE, WALID","ABOU-HAMDE, WALID",Staff to Minister,Labour,Provided support to the Minister at the Provincial Construction and Building Trades Council of Ontario Conference.,43754,43755,"Niagara Falls, ON",,,0,0,212.91,32.5,0,245.41,0,0,245.41
"ABOU-HAMDE, WALID","ABOU-HAMDE, WALID",Staff to Minister,Labour,Provided support to the Minister at the Electrical Contractors Association of Ontario Annual Meeting.,43760,43761,"Niagara Falls, ON",,,0,0,175.12,32.5,0,207.62,0,0,207.62
"ABOU-HAMDE, WALID","ABOU-HAMDE, WALID",Staff to Minister,"Labour, Training and Skills Development",Provided support to the Minister at an immigration conference.,43893,43901,"Ottawa, ON",,,530.16,162.45,233.86,32.5,0,958.97,0,0,958.97
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a Reciprocal Education Approach announcement.,43723,43725,"North Bay, Sudbury, ON",,,0,261.39,359.87,22.5,0,643.76,0,0,643.76
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43698,"Ottawa, ON",,,0,299.42,0,67.5,0,366.92,0,0,366.92
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during an announcement at the Six Nations Polytechnic STEAM Academy in Brantford.,43706,43707,"Brantford, ON",,,0,146.87,0,0,0,146.87,0,0,146.87
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event and a school visit.,43711,43711,"Toronto, ON",,,0,16.12,0,0,0,16.12,0,0,16.12
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister at a Green Communities Canada announcement.,43740,43740,"Bradford, ON",,,0,51.2,0,0,0,51.2,0,0,51.2
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during an announcement on childcare spaces.,43763,43763,"Vaughan, ON",,,0,29.6,0,0,0,29.6,0,0,29.6
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43763,43763,"Toronto, ON",,,0,15,0,0,0,15,0,0,15
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43795,43795,"Toronto, ON",,,0,4,0,0,0,4,0,0,4
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during an announcement on new actions to combat bullying in schools.,43796,43796,"Toronto, ON",,,0,16.97,0,0,0,16.97,0,0,16.97
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a tour in Brantford.,43706,43706,"Brantford, ON",,,0,87.58,0,0,0,87.58,0,0,87.58
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Attended the Ontario Public School Boards' Association Annual General Meeting.,43738,43738,"Toronto, ON",,,0,31.17,0,0,0,31.17,0,0,31.17
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43749,43749,"Toronto, ON",,,0,15,0,0,0,15,0,0,15
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43784,43784,"Toronto, ON",,,0,18.5,0,0,0,18.5,0,0,18.5
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43815,43815,"Mississauga, ON",,,0,11,0,0,0,11,0,0,11
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43786,43786,"Toronto, ON",,,0,6.83,0,0,0,6.83,0,0,6.83
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43817,43817,"Toronto, ON",,,0,9.01,0,0,0,9.01,0,0,9.01
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43787,43787,"Toronto, ON",,,0,4.15,0,0,0,4.15,0,0,4.15
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43788,43788,"Toronto, ON",,,0,20,0,0,0,20,0,0,20
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a school visit.,43791,43791,"Toronto, ON",,,0,10.27,0,0,0,10.27,0,0,10.27
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43760,43760,"Toronto, ON",,,0,7.7,0,0,0,7.7,0,0,7.7
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43762,43762,"Toronto, ON",,,0,7.28,0,0,0,7.28,0,0,7.28
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43770,43770,"Toronto, ON",,,0,6.33,0,0,0,6.33,0,0,6.33
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43773,43773,"Toronto, ON",,,0,20,0,0,0,20,0,0,20
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a labour disruption announcement.,43744,43745,"Toronto, ON",,,0,26.71,0,0,0,26.71,0,0,26.71
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a media event.,43777,43777,"Toronto, ON",,,0,15,0,0,0,15,0,0,15
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister at a funding announcement on mental health for students.,43749,43749,"Toronto, ON",,,0,26.47,0,0,0,26.47,0,0,26.47
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister at an Ontario Public School Boards' Association event.,43853,43853,"Toronto, ON",,,0,15.54,0,0,0,15.54,0,0,15.54
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,"Provided support to the Minister at the Meeting of the Council of Ministers of Education, Canada.",43650,43669,"Victoria, BC",,,922.29,0,362.02,12.5,0,1296.81,0,0,1296.81
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43697,"Ottawa, ON",,,1521.54,0,0,0,0,1521.54,0,0,1521.54
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a studio interview.,43845,43845,"Toronto, ON",,,0,4.37,0,0,0,4.37,0,0,4.37
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a studio interview.,43846,43846,"Toronto, ON",,,0,18.63,0,0,0,18.63,0,0,18.63
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a studio interview.,43847,43847,"Toronto, ON",,,0,26.25,0,0,0,26.25,0,0,26.25
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a studio interview.,43850,43850,"Toronto, ON",,,0,10.54,0,0,0,10.54,0,0,10.54
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Attended the Reviving Islamic Spirit Conference.,43820,43820,"Toronto, ON",,,0,30,0,0,0,30,0,0,30
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister at the 2020 Rural Ontario Municipal Association Conference.,43851,43851,"Toronto, ON",,,0,12.06,0,0,0,12.06,0,0,12.06
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a studio interview.,43865,43865,"Toronto, ON",,,0,18.79,0,0,0,18.79,0,0,18.79
"ADAMO, ALEXANDRA","ADAMO, ALEXANDRA",Staff to Minister,Education,Provided support to the Minister during a studio interview.,43868,43868,"Toronto, ON",,,0,10.16,0,0,0,10.16,0,0,10.16
"ADDISON, JANET","ADDISON, JANET",Staff to Minister,"Economic Development and Growth, Research and Innovation and Science",Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43697,"Ottawa, ON",,,0,116.85,392.49,0,0,509.34,0,0,509.34
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Attended a Highway 3 widening announcement.,43689,43689,"Windsor, ON",,,779.98,0,0,0,0,779.98,0,0,779.98
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during the 2019 Association of Municipalities of Ontario Conference.,43695,43695,"Ottawa, ON",,,426.15,0,0,0,0,426.15,0,0,426.15
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister at the Congres Mondial Acadien 2019.,43700,43700,"Moncton, NB",,,0,45.26,0,0,0,45.26,0,0,45.26
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during a Highway 3 widening announcement.,43689,43689,"Windsor, ON",,,0,33,0,22.5,0,55.5,0,0,55.5
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during an announcement at the ONroute Mallorytown North centre and at the Ottawa Confederation Line Launch.,43720,43722,"Ottawa, ON",,,0,0,578.2,112.5,0,690.7,0,0,690.7
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference and the Connected and Autonomous Vehicles Conference.,43695,43698,"Ottawa, ON",,,0,84,626.13,22.5,0,732.63,0,0,732.63
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Attended the Congres Mondial Acadien 2019.,43698,43700,"Moncton, NB",,,1016.78,0,480.7,32.5,0,1529.98,0,0,1529.98
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister at the Connected and Autonomous Vehicles Conference.,43717,43717,"Ottawa, ON",,,818.4,0,0,0,0,818.4,0,0,818.4
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during an Ottawa Light Rail Transit announcement.,43720,43720,"Ottawa, ON",,,0,167.44,0,0,0,167.44,0,0,167.44
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during a Women in Infrastructure event.,43787,43787,"Toronto, ON",,,0,58.76,0,0,0,58.76,0,0,58.76
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Attended stakeholder meetings.,43739,43741,"Etobicoke, Toronto, ON",,,0,54.58,0,0,0,54.58,0,0,54.58
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during a tour in Northern Ontario.,43858,43862,"London, ON",,,421.77,165,753.71,180,304.48,1824.96,0,0,1824.96
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during a transportation announcement.,43847,43847,"London, ON",,,0,155.6,0,0,0,155.6,0,0,155.6
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Attended meetings with the Eastern Ontario Mayors' Caucus and a roundtable on highway safety.,43795,43796,"Ottawa, ON",,,369.51,415.62,363.14,32.5,0,1180.77,0,0,1180.77
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during a Four Winds Relationship Agreement signing ceremony.,43865,43866,"Kenora, ON",,,939.57,109.17,139.23,10,0,1197.97,0,0,1197.97
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during a meeting at la Maison de la francophonie Ottawa.,43881,43881,"Ottawa, ON",,,728,192.92,0,0,0,920.92,0,0,920.92
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister during an announcement of the commencement of bridge studies in Eastern Ontario and the launch of the Ottawa Light Rail Transit Confederation Line.,43720,43720,"Ottawa, ON",,,694.1,0,0,0,0,694.1,0,0,694.1
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Provided support to the Minister at the International Economic Forum of Americas Conference.,43815,43817,"Montreal, QC",,,811.77,10.8,533.12,22.5,0,1378.19,0,0,1378.19
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Attended the 2020 Rural Ontario Municipal Association Conference.,43849,43851,"Toronto, ON",,,0,30,0,25,0,55,0,0,55
"AMATO, RYAN","AMATO, RYAN",Staff to Minister,Transportation,Attended a Windsor Essex Economic Development event.,43776,43776,"Windsor, ON",,,757.38,58.42,0,12.5,0,828.3,0,0,828.3
"ANDERSON, HANNAH","ANDERSON, HANNAH",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister at roundtable meetings.,43677,43679,"Thunder Bay, ON; Sudbury, ON",,,1119.13,0,444.22,102.5,0,1665.85,0,0,1665.85
"ANDERSON, HANNAH","ANDERSON, HANNAH",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43698,"Ottawa, ON",,,0,123.17,595.83,170,0,889,0,0,889
"ANDERSON, HANNAH","ANDERSON, HANNAH",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister during a funding announcement at the NeChee Friendship Centre.,43776,43777,"Kenora, ON",,,538.96,0,0,67.5,0,606.46,0,0,606.46
"ANDERSON, HANNAH","ANDERSON, HANNAH",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister at the Federal-Provincial-Territorial Ministers Responsible for the Status of Women Annual Meeting.,43795,43795,"Victoria, BC",,,1223.92,0,0,0,0,1223.92,0,0,1223.92
"ANDERSON, HANNAH","ANDERSON, HANNAH",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister at the Federal-Provincial-Territorial Ministers Responsible for the Status of Women Annual Meeting.,43799,43803,"Toronto, ON, Victoria, BC",,,33.9,0,0,0,31.5,65.4,0,0,65.4
"ANDERSON, HANNAH","ANDERSON, HANNAH",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister at the Federal-Provincial-Territorial Ministers Responsible for the Status of Women Annual Meeting.,43800,43803,"Victoria, BC",,,0,0,0,125,0,125,0,0,125
"ANDERSON, HANNAH","ANDERSON, HANNAH",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister during a human trafficking announcement.,43895,43896,"St Catharines, ON",,,0,0,115.99,45,0,160.99,0,0,160.99
"ANGIERS, TRENT","ANGIERS, TRENT",Staff to Minister,Natural Resources and Forestry,Provided support to the Minister during government announcements.,43663,43665,"Toronto, Barry's Bay, Ottawa, North Bay, ON",,,0,18,379.59,105,0,502.59,0,0,502.59
"ANGIERS, TRENT","ANGIERS, TRENT",Staff to Minister,Natural Resources and Forestry,Provided support to the Minister at a World Fisheries Day event.,43789,43790,"Wheatley, ON",,,0,0,100.57,32.5,0,133.07,0,0,133.07
"ANGIERS, TRENT","ANGIERS, TRENT",Staff to Minister,Natural Resources and Forestry,"Provided support to the Minister at the Ontario Sand, Stone and Gravel Association Annual Conference.",43873,43873,"Niagara Falls, ON",,,0,0,224.25,0,0,224.25,0,0,224.25
"ANGIERS, TRENT","ANGIERS, TRENT",Staff to Minister,Natural Resources and Forestry,Provided support to the Minister at the Prospectors and Developers Association of Canada Annual Meeting.,43891,43891,Toronto,,,0,20,0,0,49.96,69.96,0,0,69.96
"ANGUS, HELEN","ANGUS, HELEN",Deputy Minister,Health and Long Term Care,Speaking engagement at the University of Ottawa,43598,43598,"Ottawa, ON",,,807.02,40,0,0,0,847.02,0,0,847.02
"ANGUS, HELEN","ANGUS, HELEN",Deputy Minister,Health and Long Term Care,To attend the 2019 Association of Municipalities of Ontario (AMO) Annual Conference,43696,43697,"Ottawa, ON",Melanie Fraser,,0,58.8,445.4,0,0,504.2,0,87.63,591.83
"ANGUS, HELEN","ANGUS, HELEN",Deputy Minister,Health and Long Term Care,Flight cancelled and credit issued,43730,43730,"Montreal,QC",,,551.89,0,0,0,0,551.89,0,0,551.89
"ANGUS, HELEN","ANGUS, HELEN",Deputy Minister,Health and Long Term Care,Meeting with London Health Sciences Centre,43784,43784,"London, ON",,,0,175.15,0,0,0,175.15,0,0,175.15
"ANGUS, HELEN","ANGUS, HELEN",Deputy Minister,Health,Flight cancelled and credit issued,43900,43901,"Washington, USA",,,559.17,0,0,0,0,559.17,0,0,559.17
"APTER, ISAAC","APTER, ISAAC",Staff to Minister,"Environment, Conservation and Parks",Travelled for site visits and a Minister's announcement.,43679,43875,Southern Ontario,,,0,627.6,0,0,0,627.6,0,0,627.6
"APTER, ISAAC","APTER, ISAAC",Staff to Minister,"Environment, Conservation and Parks",Provided support to the Minister at the United Nations Climate Change Conference.,43808,43812,"Madrid, Spain",,,0,150.47,823.47,435.4,28.28,1437.62,0,0,1437.62
"APTER, ISAAC","APTER, ISAAC",Staff to Minister,"Environment, Conservation and Parks",Provided support to the Minister at the United Nations Climate Change Conference.,43807,43807,"Madrid, Spain",,,1560.16,0,0,0,0,1560.16,0,0,1560.16
"AUGRUSO, PETER","AUGRUSO, PETER",Assistant Deputy Minister,Labour,Travel to Sudbury and Hamilton in govt vehicle in April/ May 2019,43563,43593,"Sudbury, Hamilton, ON",,,0,84.77,0,160,0,244.77,0,0,244.77
"AUGRUSO, PETER","AUGRUSO, PETER",Assistant Deputy Minister,Labour,Travel to London for business meeting in September 2019,43725,43726,"London, ON",,,0,126.81,128.1,45,0,299.91,0,0,299.91
"AUGRUSO, PETER","AUGRUSO, PETER",Assistant Deputy Minister,Labour,Travel for Business Purposes in October 2019,43752,43770,"Toronto, ON",,,506.37,80.64,1870.88,257.5,0,2715.39,0,0,2715.39
"AUGRUSO, PETER","AUGRUSO, PETER",Assistant Deputy Minister,Labour,Travel for Business Purposes In December 2019,43801,43818,"Thunder Bay, ON",,,556.54,29.64,1481.91,267.5,0,2335.59,0,0,2335.59
"AUGRUSO, PETER","AUGRUSO, PETER",Assistant Deputy Minister,Labour,Travel for Business Purposes in November 2019,43781,43798,"Thunder Bay, ON",,,687.73,25.02,1637.02,345,0,2694.77,0,0,2694.77
"AUJLA, RAMNEET","AUJLA, RAMNEET",Assistant Deputy Minister,Transportation,Regular travel to routine meetings,43556,43613,"Toronto, ON",,,0,440.02,0,225,0,665.02,0,0,665.02
"AUJLA, RAMNEET","AUJLA, RAMNEET",Assistant Deputy Minister,Transportation,Regular travel to routine meetings,43619,43677,"Toronto, ON",,,0,506.18,0,250,0,756.18,0,0,756.18
"AUJLA, RAMNEET","AUJLA, RAMNEET",Assistant Deputy Minister,Transportation,Regular Travel to Routine Meetings,43678,43735,"Toronto, ON",,,0,409.33,0,225,0,634.33,0,0,634.33
"AUJLA, RAMNEET","AUJLA, RAMNEET",Assistant Deputy Minister,Transportation,Regular travel to routine meetings and regional visits,43739,43776,"Toronto, London, Kingston, ON",,,0,580.89,145.72,232.5,0,959.11,0,0,959.11
"AUJLA, RAMNEET","AUJLA, RAMNEET",Assistant Deputy Minister,Transportation,Regular travel to routine meetings,43781,43818,"Toronto, ON",,,0,524.15,170.4,245,0,939.55,0,0,939.55
"AUJLA, RAMNEET","AUJLA, RAMNEET",Assistant Deputy Minister,Transportation,Regular travel to routine meetings,43872,43900,"Toronto, ON",,,0,308.24,0,175,0,483.24,0,0,483.24
"AYNEDJIAN, HRATCH","AYNEDJIAN, HRATCH",Staff to Minister,Seniors and Accessibility,"Provided support to the Minister at the Federal, Provincial and Territorial Ministers Responsible for Seniors meeting.",43606,43607,"Charlottetown, PEI",,,707.68,81.58,116.82,12.94,0,919.02,0,0,919.02
"AYNEDJIAN, HRATCH","AYNEDJIAN, HRATCH",Staff to Minister,Seniors and Accessibility,Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43697,"Ottawa, ON",,,0,46.75,433.02,72.94,0,552.71,0,0,552.71
"AYNEDJIAN, HRATCH","AYNEDJIAN, HRATCH",Staff to Minister,Seniors and Accessibility,Provided support to the Minister at the Alzheimer Society of Ontario Finding Your Way Forum.,43866,43866,"Toronto, ON",,,0,9,0,0,0,9,0,0,9
"AZZOPARDI, ARYN","AZZOPARDI, ARYN",Staff to Minister,Office of the Premier,Provided support to the Premier at meetings with the Premier of Alberta and at a Calgary Stampede event.,43653,43655,"Calgary, AB",,,1228.71,0,0,77.5,0,1306.21,0,0,1306.21
"AZZOPARDI, ARYN","AZZOPARDI, ARYN",Staff to Minister,Office of the Premier,Provided support to the Premier at the Council of the Federation Meeting.,43800,43800,"Toronto, ON",,,0,0,0,12.5,0,12.5,0,0,12.5
"AZZOPARDI, ARYN","AZZOPARDI, ARYN",Staff to Minister,Office of the Premier,Attended a meeting with Muskoka mayors.,43673,43673,"Gravenhurst, ON",,,0,0,0,22.5,0,22.5,0,0,22.5
"BAILEY, ROBERT","BAILEY, ROBERT",Parliamentary Assistant,Government and Consumer Services,Attended a meeting with provincial representatives.,43626,43627,"Ottawa, ON",,,621.29,48.58,222.11,55,0,946.98,0,0,946.98
"BALA, RAMNEEK","BALA, RAMNEEK",Staff to Minister,Attorney General,Attended a victim services review roundtable.,43640,43640,"Ottawa, ON",,,0,150.29,163.35,0,0,313.64,0,0,313.64
"BALA, RAMNEEK","BALA, RAMNEEK",Staff to Minister,Attorney General,Meeting with stakeholders.,43642,43642,"Thunder Bay, ON",,,548.74,0,157.48,0,0,706.22,0,0,706.22
"BALA, RAMNEEK","BALA, RAMNEEK",Staff to Minister,Attorney General,Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43698,"Ottawa, ON",,,0,123.17,584.07,0,0,707.24,0,0,707.24
"BALA, RAMNEEK","BALA, RAMNEEK",Staff to Minister,Attorney General,Provided support to the Minister at stakeholder meetings.,43733,43735,"Kenora, Fort Frances, ON",,,1415.04,12.35,417.2,0,0,1844.59,0,0,1844.59
"BARBIERI, ALESSANDRO","BARBIERI, ALESSANDRO",Staff to Minister,Municipal Affairs and Housing,Provided support to the Minister at the Federation of Northern Ontario Municipalities Annual Conference.,43595,43595,"Sudbury, ON",,,468.04,30.37,0,22.5,0,520.91,0,0,520.91
"BARBIERI, ALESSANDRO","BARBIERI, ALESSANDRO",Staff to Minister,Municipal Affairs and Housing,Provided support to the Minister at the Northwestern Ontario Municipal Association Annual General Meeting.,43581,43581,"Thunder Bay, ON",,,604.46,30.72,0,22.5,0,657.68,0,0,657.68
"BARBIERI, ALESSANDRO","BARBIERI, ALESSANDRO",Staff to Minister,Municipal Affairs and Housing,Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43698,"Ottawa, ON",,,0,102.5,616.98,180,0,899.48,0,0,899.48
"BARLOW, HEATHER","BARLOW, HEATHER",Staff to Minister,"Children, Community and Social Services",Provided support to the Parliamentary Assistant at ministry roundtables.,43626,43627,"Cambridge, Mississauga, ON",,,0,113.05,0,0,0,113.05,0,0,113.05
"BARLOW, HEATHER","BARLOW, HEATHER",Staff to Minister,"Children, Community and Social Services",Provided support to the Minister at roundtable meetings.,43656,43656,"Hamilton, ON",,,0,13.6,0,10,0,23.6,0,0,23.6
"BARRETT, TOBY","BARRETT, TOBY",Parliamentary Assistant,Natural Resources and Forestry,Northwestern Ontario Municipalities Association Conference,43579,43579,Thunder Bay,,,401.43,0,0,0,0,401.43,0,0,401.43
"BARRETT, TOBY","BARRETT, TOBY",Parliamentary Assistant,Natural Resources and Forestry,Attended an engagement session on countermeasures against flooding.,43602,43609,"Ottawa, Huntsville, ON",,,888.46,286.2,231.63,35,0,1441.29,0,0,1441.29
"BARRETT, TOBY","BARRETT, TOBY",Parliamentary Assistant,Natural Resources and Forestry,Attended the 2019 Northwestern Ontario Municipal Association Annual Conference.,43579,43581,"Thunder Bay, ON",,,44.64,0,339.42,10,0,394.06,0,0,394.06
"BARRY, TARA","BARRY, TARA",Staff to Minister,"Agriculture, Food and Rural Affairs",Attended roundtables and meetings.,43689,43690,"Woodstock, ON",,,0,106.62,83.61,0,0,190.23,0,0,190.23
"BARRY, TARA","BARRY, TARA",Staff to Minister,"Agriculture, Food and Rural Affairs",Provided support to the Minister during a trade mission to South Korea and Japan.,43754,43763,"Seoul, South Korea, Osaka, Tokyo, Japan",,,2193.45,0,2659.2,0,0,4852.65,0,0,4852.65
"BARRY, TARA","BARRY, TARA",Staff to Minister,"Agriculture, Food and Rural Affairs",Attended briefings and meetings.,43727,43727,"Guelph, ON",,,0,76,0,0,0,76,0,0,76
"BARRY, TARA","BARRY, TARA",Staff to Minister,"Agriculture, Food and Rural Affairs",Attended briefings and meetings.,43703,43703,"Guelph, ON",,,0,76,0,0,0,76,0,0,76
"BARRY, TARA","BARRY, TARA",Staff to Minister,"Agriculture, Food and Rural Affairs",Attended the Federal-Provincial-Territorial Ministers and Deputy Ministers of Agriculture Meeting.,43662,43665,"Quebec, QC",,,751.19,0,991.68,0,0,1742.87,0,0,1742.87
"BARRY, TARA","BARRY, TARA",Staff to Minister,"Agriculture, Food and Rural Affairs",Provided support to the Minister at the 2019 Legislative Agriculture Chairs Summit.,43659,43662,"Calgary, AB",,,755.34,0,0,0,0,755.34,0,0,755.34
"BARRY, TARA","BARRY, TARA",Staff to Minister,"Agriculture, Food and Rural Affairs",Provided support to the Minister at Canada’s Ministers of Agriculture Meeting.,43815,43815,"Ottawa, ON",,,0,0,0,12.5,0,12.5,0,0,12.5
"BARTUCCI, ERNIE","BARTUCCI, ERNIE",Assistant Deputy Minister,Cabinet Office,Travel to attend the Council of the Federation Summer Meeting.,43654,43658,"Saskatoon, SK",,,1026.57,96,663.12,47.5,0,1833.19,0,0,1833.19
"BARTUCCI, ERNIE","BARTUCCI, ERNIE",Assistant Deputy Minister,Cabinet Office,Travel to attend the Council of the Federation Steering Committee meeting.,43556,43558,"Saskatoon, SK",,,885.58,128,363.56,12.5,0,1389.64,0,0,1389.64
"BATEMAN, BRUCE","BATEMAN, BRUCE",Assistant Deputy Minister,"Environment, Conservation and Parks",Attended Canadian Parks Council Conference and Annual General Meetings. Partial meals provided by host.,43743,43748,"Quebec City, QC",,,0,92.62,666.4,197.5,0,956.52,0,0,956.52
"BATEMAN, BRUCE","BATEMAN, BRUCE",Assistant Deputy Minister,"Environment, Conservation and Parks",Attended various business meetings.,43637,43731,"Toronto, ON",,,0,119.25,0,0,0,119.25,0,0,119.25
"BATEMAN, BRUCE","BATEMAN, BRUCE",Assistant Deputy Minister,"Environment, Conservation and Parks",Attended Association of Municipalities of Ontario Delegation Meetings,43696,43697,"Ottawa, ON",,,0,50.01,520.21,90,0,660.22,0,0,660.22
"BATISE, SHAWN","BATISE, SHAWN",Assistant Deputy Minister,Indigenous Affairs,Meeting with Stakeholders,43640,43641,"Kenora, ON",,,1184.4,251.7,139.23,0,0,1575.33,0,0,1575.33
"BATISE, SHAWN","BATISE, SHAWN",Assistant Deputy Minister,Indigenous Affairs,Meeting with Stakeholders,43594,43594,"Thunder Bay, ON",,,778.92,76.56,0,45,0,900.48,0,0,900.48
"BATISE, SHAWN","BATISE, SHAWN",Assistant Deputy Minister,Indigenous Affairs,Meeting with Stakeholders,43598,43600,"Fort Frances, ON",,,1689.5,313.27,411.32,112.5,0,2526.59,0,0,2526.59
"BATISE, SHAWN","BATISE, SHAWN",Assistant Deputy Minister,Indigenous Affairs,Meeting with Stakeholders,43622,43622,"Tyendinaga, ON",,,0,176,0,12.5,0,188.5,0,0,188.5
