Index,Name1,Title,Ministry of the Solicitor General,Purpose,Start Date,End Date,Destination,Attendees,Other Attendees,Air Fare,Other Transportation,Accommodation,Meals,Incidentals,Subtotal,Hospitality,Other Expenses,Total
"FAUBERT, ANDREA","FAUBERT, ANDREA",Staff to Minister,"Agriculture, Food and Rural Affairs",Attended the Tri-National Agricultural Accord Conference.,43781,43781,"Winnipeg, MB",,,1017.69,0,0,0,0,1017.69,0,0,1017.69
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,Finance,Attended a post budget tour and stakeholder meetings.,43577,43580,"Toronto, Ottawa, London, ON",,,476.01,32.17,689.85,0,0,1198.03,0,0,1198.03
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,Finance,Represented Ontario during a business mission to New York.,43583,43585,"New York, NY",,,563.75,9.25,665.11,0,0,1238.11,0,0,1238.11
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,Finance,Attended Treasury Board and Cabinet meetings and swearing in ceremony.,43634,43636,"Toronto, ON",,,188.85,99,491.24,0,0,779.09,0,0,779.09
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43640,43649,"Toronto, ON",,,785.63,46.32,491.24,0,0,1323.19,0,0,1323.19
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43648,43657,"Toronto, ON",,,808.23,46.32,491.24,0,0,1345.79,0,0,1345.79
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43662,43665,"Toronto, ON",,,2936.04,71.32,481.84,0,0,3489.2,0,0,3489.2
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,Finance,"Represented Ontario during a business mission to the United Kingdom, France, and Germany.",43624,43634,"Paris, France; London, England; Frankfurt, Germany",,,4785.11,248,2522.14,0,0,7555.25,0,0,7555.25
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43643,43678,"Toronto, ON",,,0,92.65,0,0,0,92.65,0,0,92.65
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43652,43692,"Toronto, ON",,,983.38,15.45,491.24,0,0,1490.07,0,0,1490.07
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43699,43699,"Toronto, ON",,,1051.18,29.16,0,0,0,1080.34,0,0,1080.34
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry briefings.,43668,43671,"Toronto, ON",,,758.51,21.32,736.86,0,0,1516.69,0,0,1516.69
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended the 2019 Association of Municipalities of Ontario Conference.,43695,43697,"Toronto, Ottawa, ON",,,495.22,137.57,467.72,0,0,1100.51,0,0,1100.51
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43640,43644,"Toronto, ON",,,880.55,21.32,168.05,0,0,1069.92,0,0,1069.92
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Toured various automotive centres and facilities.,43716,43720,"Windsor, ON",,,1484.39,72.92,902.7,0,0,2460.01,0,0,2460.01
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for meetings and briefings.,43731,43734,"Toronto, ON",,,644.38,112.17,736.86,0,0,1493.41,0,0,1493.41
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministerial meetings and briefings.,43856,43860,"Toronto, ON",,,477.14,53.5,982.48,0,0,1513.12,0,0,1513.12
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for meetings and briefings.,43726,43726,"Timmins, ON",,,0,0,210.36,0,0,210.36,0,0,210.36
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for meetings and briefings.,43849,43853,"Toronto, ON",,,398.04,78.5,982.48,0,0,1459.02,0,0,1459.02
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Represented Ontario during a trade mission to South Korea and Japan.,43749,43758,"Seoul, South Korea; Tokyo, Japan",,,4238.24,438.64,1723.82,0,0,6400.7,0,0,6400.7
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended a stakeholder meeting.,43704,43705,"Toronto, ON",,,763.03,21.32,204.48,0,0,988.83,0,0,988.83
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended a funding announcement for the automotive and manufacturing sectors in Windsor-Essex County.,43851,43851,"Windsor, ON",,,389.99,10,0,0,0,399.99,0,0,399.99
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended a funding announcement for the automotive and manufacturing sectors in Windsor-Essex County.,43851,43851,"Windsor, ON",,,0,9.25,0,0,0,9.25,0,0,9.25
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for meetings and briefings.,43700,43702,"Toronto, ON",,,0,481.2,446.86,0,0,928.06,0,0,928.06
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Represented Ontario during a trade mission to India.,43777,43791,"New Delhi, Mumbai, India",,,5481.56,21.6,1999.96,0,0,7503.12,0,0,7503.12
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for meetings and briefings.,43739,43741,"Toronto, ON",,,218.37,235.32,491.24,0,0,944.93,0,0,944.93
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43710,43747,"Toronto, ON",,,1205.99,49.25,982.48,0,0,2237.72,0,0,2237.72
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for meetings and briefings.,43759,43762,"Toronto, ON",,,688.45,134.82,748.61,0,0,1571.88,0,0,1571.88
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for meetings and briefings.,43713,43848,"Sudbury, Verner, Magnetawan, ON",,,0,278.8,0,0,0,278.8,0,0,278.8
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended ministry meetings and briefings.,43839,43840,"Toronto, ON",,,367.53,20,245.62,0,0,633.15,0,0,633.15
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended meetings and briefings.,43879,43893,"Toronto, ON",,,0,227.38,0,0,0,227.38,0,0,227.38
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Attended the 2020 National Governors Association Winter Meeting.,43868,43871,"Washington, DC; Dallas, TX",,,1198.87,0,727.96,0,0,1926.83,0,0,1926.83
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for ministerial meetings and briefings.,43893,43909,"Toronto, ON",,,879.42,67.28,736.86,0,0,1683.56,0,0,1683.56
"FEDELI, VICTOR","FEDELI, VICTOR",Minister,"Economic Development and Growth, Research and Innovation and Science",Travelled for ministerial meetings and briefings.,43911,43952,"Toronto, ON",,,0,1082.4,0,0,0,1082.4,0,0,1082.4
"FERIZOVIC, RYAN","FERIZOVIC, RYAN",Staff to Minister,"Training, Colleges and Universities",Provided support to the Minister during a meeting at Algoma University.,43867,43869,"Toronto, ON",,,623.18,0,0,0,0,623.18,0,0,623.18
"FERNET, KAYLA","FERNET, KAYLA",Staff to Minister,"Tourism, Culture and Sport",Provided support to the Minister at the Brockville Tall Ships Festival.,43707,43707,"Brockville, Ottawa, ON",,,0,0,151.6,0,0,151.6,0,0,151.6
"FERNET, KAYLA","FERNET, KAYLA",Staff to Minister,"Tourism, Culture and Sport",Provided support to the Minister at the Rowan's Law Day announcement.,43733,43733,"Ottawa, ON",,,0,0,0,0,0,0,0,103.34,103.34
"FERNET, KAYLA","FERNET, KAYLA",Staff to Minister,"Heritage, Sport, Tourism and Culture Industries","Provided support to the Minister at stakeholder meetings in Ottawa, Ministry business in Toronto.",43899,43901,"Ottawa, Toronto, ON",,,990.16,0,0,0,0,990.16,0,0,990.16
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,Provided support to the Premier during a tour in North Bay.,43560,43563,"North Bay, ON",,,605.58,0,165.7,25,0,796.28,0,0,796.28
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,"Provided support to the Premier at meetings with the Premier of Alberta, at the Calgary Stampede and at the Council of the Federation 2019 Summer Meeting.",43653,43657,"Calgary, AB, Saskatoon, SK",,,0,0,1164.96,170,0,1334.96,0,0,1334.96
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,Provided support to the Premier at the 2019 Association of Municipalities of Ontario Conference.,43695,43696,"Ottawa, ON",,,877.82,0,353.74,57.5,0,1289.06,0,0,1289.06
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,Attend a tour of businesses and facilities.,43602,43602,"Barrie, Orillia, ON",,,0,0,0,22.5,0,22.5,0,0,22.5
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,Attended a tour of local businesses and facilities.,43629,43629,"Whitby, ON",,,0,0,0,22.5,0,22.5,0,0,22.5
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,Attended the International Plowing Match.,43724,43725,"West Nipissing, ON",,,776.51,0,175.11,80,0,1031.62,0,0,1031.62
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,Provided support to the Premier at a trade show event.,43893,43893,"Toronto, ON",,,0,14.86,0,0,0,14.86,0,0,14.86
"FIDANI-DIKER, NICO","FIDANI-DIKER, NICO",Staff to Minister,Office of the Premier,Provided support to the Premier during a Prospectors & Developers Association of Canada event.,43892,43892,"Toronto, ON",,,0,11.68,0,0,0,11.68,0,0,11.68
"FLYNN, CHRISTOPHER","FLYNN, CHRISTOPHER",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister on ministry-related business.,43749,43753,"Orangeville, ON",,,0,45.2,0,0,0,45.2,0,0,45.2
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended a tour in North Bay.,43560,43560,"North Bay, ON",,,0,0,171.58,0,0,171.58,0,0,171.58
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Represented Ontario during a business mission to New York.,43584,43585,"New York, NY, USA",,,0,0,489.17,15.71,0,504.88,0,0,504.88
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended the 2019 Association of Municipalities of Ontario Conference.,43696,43696,"Ottawa, ON",,,0,0,353.74,0,0,353.74,0,0,353.74
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended the International Plowing Match.,43724,43724,"West Nipissing, ON",,,0,0,175.11,0,0,175.11,0,0,175.11
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attend a tour of businesses and facilities.,43602,43602,"Barrie, Orillia, ON",,,0,0,0,22.5,0,22.5,0,0,22.5
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended a tour of local businesses and facilities.,43629,43629,"Whitby, ON",,,0,0,0,22.5,0,22.5,0,0,22.5
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,"Attended a trade mission in Columbus, Ohio.",43728,43728,"Columbus, OH",,,0,0,0,5.85,0,5.85,0,0,5.85
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Tour Northern Ontario and funding announcements for road and telecommunications infrastructure.,43754,43755,"Thunder Bay, ON",,,0,0,210.36,0,0,210.36,0,0,210.36
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Toured Northern Ontario and made funding announcements for road and telecommunications infrastructure.,43754,43756,"Kenora, Thunder Bay, ON",,,0,0,198.61,102.5,0,301.11,0,0,301.11
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Represented Ontario during a trade mission to Washington.,43803,43803,"Washington, DC",,,0,0,402.9,0,0,402.9,0,0,402.9
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Represented Ontario during a trade mission to Washington.,43804,43804,"Washington, DC",,,745.21,0,0,0,0,745.21,0,0,745.21
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended meetings with the Premier of Alberta and a Calgary Stampede event.,43653,43653,"Calgary, AB",,,0,0,1015.5,0,0,1015.5,0,0,1015.5
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended a tour in Ottawa and a meeting with the Mayor.,43804,43804,"Ottawa, ON",,,0,0,252.67,0,0,252.67,0,0,252.67
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended a meeting with the Mayor of Ottawa.,43804,43804,"Ottawa, ON",,,0,0,323.18,0,0,323.18,0,0,323.18
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Represented Ontario at the National Governors Association Winter Meeting.,43868,43869,"Washington, DC, United States",,,0,0,575.01,54.82,0,629.83,0,0,629.83
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended a funding announcement for the Ontario Community Infrastructure Fund.,43846,43846,"Parry Sound, Huntsville, ON","David Morgado, Mikolaj Opolski, Madison Detzler, Simone Daniels, Doug Ford",,0,0,133.34,0,0,133.34,0,0,133.34
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Attended the Wiarton Willie Festival.,43863,43863,"Wiarton, ON",,,0,0,108.58,0,0,108.58,0,0,108.58
"FORD, DOUG","FORD, DOUG",Minister,Office of the Premier,Represented Ontario at a trade mission in Dallas.,43871,43871,"Dallas, TX, United States",,,0,0,234.6,0,0,234.6,0,0,234.6
"FRENCH, DEAN","FRENCH, DEAN",Staff to Minister,Office of the Premier,Advanced and provided support to the Premier during a business mission to New York.,43584,43584,"New York, NY, USA",,2,0,0,489.16,0,0,489.16,0,0,489.16
"FULLAGER, HOLLY","FULLAGER, HOLLY",Staff to Minister,"Environment, Conservation and Parks",Provided support to the Parliamentary Assistant during the Red Rock Wastewater Treatment Plant funding announcement.,43594,43595,"Thunder Bay, ON",,,590.89,53.39,139.85,57.5,0,841.63,0,0,841.63
"FULLAGER, HOLLY","FULLAGER, HOLLY",Staff to Minister,"Environment, Conservation and Parks",Provided support to the Minister during an announcement of an advisory group for the Muskoka Watershed.,43684,43684,"Gravenhurst, ON",,,0,67.2,0,0,0,67.2,0,0,67.2
"FULLAGER, HOLLY","FULLAGER, HOLLY",Staff to Minister,"Environment, Conservation and Parks",Attended the Ontario Parks Bursary Awards.,43791,43791,"Peterborough, ON",,,0,106.4,0,0,0,106.4,0,0,106.4
"FULLER, SHANNON","FULLER, SHANNON",Assistant Deputy Minister,Education,Attended Business Meetings for the Northern Ontario Service Deliverers Association,43622,43622,"Sault Ste Marie, ON",,,432.47,49.5,0,0,0,481.97,0,0,481.97
"FULLER, SHANNON","FULLER, SHANNON",Assistant Deputy Minister,Education,Attended the Association of Municipalities of Ontario (AMO) Conference,43695,43697,"Ottawa, ON",,,0,106.09,451.28,112.5,0,669.87,0,0,669.87
"FULLER, SHANNON","FULLER, SHANNON",Assistant Deputy Minister,Education,"Attended the Federal, Provincial, and Territorial Ministers Most Responsible for Early Learning and Child Care Meeting",43852,43852,"Ottawa, ON",,,833.09,102.26,0,12.5,0,947.85,0,0,947.85
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,"Training, Colleges and Universities",Gave an announcement at McMaster University.,43557,43558,"Hamilton, ON",,,0,74.09,153.11,32.5,0,259.7,0,0,259.7
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,"Training, Colleges and Universities",Attended the 2019 United Association National Apprentice Skills Competition.,43626,43626,"Toronto, ON",,,260.18,0,0,0,0,260.18,0,0,260.18
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,Health and Long Term Care,Attended ministerial briefings and meetings.,43642,43678,"Toronto, ON",,,2587.7,0,0,0,0,2587.7,0,0,2587.7
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,Health and Long Term Care,Attended ministerial meetings and briefings.,43682,43741,"Toronto, Ottawa, ON",,,2587.7,274,0,0,0,2861.7,0,0,2861.7
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,Health and Long Term Care,Attended ministerial meetings and briefings.,43720,43762,"Toronto, Ottawa, ON",,,2070.16,192,0,0,0,2262.16,0,0,2262.16
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,Health and Long Term Care,Attended ministerial meetings and briefings.,43840,43866,"Toronto, Ottawa, ON",,,2813.7,207,0,0,0,3020.7,0,0,3020.7
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,Health and Long Term Care,Travelled to attend ministerial meetings and briefings.,43815,43866,"Toronto, Ottawa, ON",,,517.54,87,0,0,0,604.54,0,0,604.54
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,Long-Term Care,Attended daily press conferences on COVID-19 with the Premier.,43920,43955,"Toronto, ON",,,0,1240,0,0,0,1240,0,0,1240
"FULLERTON, MERRILEE","FULLERTON, MERRILEE",Minister,Long-Term Care,Travelled to attend ministerial meetings.,43872,43874,"Toronto, ON",,,562.74,53,0,0,0,615.74,0,0,615.74
"GAGNE, ROBERT","GAGNE, ROBERT",Assistant Deputy Minister,Government and Consumer Services,Travel to attend Executive and Multi Year Planning Project Meetings,43780,43788,"Toronto, ON",,,0,348.95,595.83,147.5,0,1092.28,0,0,1092.28
"GAGNE, ROBERT","GAGNE, ROBERT",Assistant Deputy Minister,Government and Consumer Services,Travel to attend executive meeting.,43796,43796,"Toronto, ON",,,0,152.6,0,22.5,0,175.1,0,0,175.1
"GAGNE, ROBERT","GAGNE, ROBERT",Assistant Deputy Minister,Government and Consumer Services,"Executive Meetings at 222 Jarvis, 215 Front, 777 Bay and 375 University, Toronto, ON",43809,43812,"Toronto, ON",,,0,355.9,399,102.5,0,857.4,0,0,857.4
"GARCIA-WRIGHT, AGATHA","GARCIA-WRIGHT, AGATHA",Assistant Deputy Minister,Government and Consumer Services,Travel to Kingston office,43787,43787,"Kingston, ON",,,0,150.55,152.3,30.53,0,333.38,0,0,333.38
"GARCIA-WRIGHT, AGATHA","GARCIA-WRIGHT, AGATHA",Assistant Deputy Minister,Government and Consumer Services,Travel to Thunder Bay office,43767,43769,"Thunder Bay, ON",,,715.17,106.35,405.9,25,0,1252.42,0,0,1252.42
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister's funding announcement for a new Ontario Provincial Police detachment and stakeholder meetings.,43639,43641,"Winnipeg, MB & Fort Frances, ON",,,624.39,279.19,385.46,102.5,0,1391.54,0,0,1391.54
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister at a stakeholder meeting.,43601,43602,"Ottawa, ON",,,723.31,12.61,287.86,0,0,1023.78,0,0,1023.78
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister at a Woodstock Police Services Board event.,43712,43712,"Woodstock, ON",,,0,87.2,0,0,0,87.2,0,0,87.2
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Attended the 2019 Association of Municipalities of Ontario Conference.,43695,43697,"Ottawa, ON",,,0,35.54,350.2,100.5,0,486.24,0,0,486.24
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister at an Ontario Provincial Police Academy Graduation.,43739,43739,"Borden, ON",,,0,106.8,0,0,0,106.8,0,0,106.8
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister during stakeholder meetings and tours.,43749,43749,"Sudbury, ON",,,368.28,57.91,0,22.5,0,448.69,0,0,448.69
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister during stakeholder meetings and tours.,43723,43725,"North Bay, ON",,,525.3,295.1,350.2,22.5,0,1193.1,0,0,1193.1
"GARLAND, DAVID","GARLAND, DAVID",Staff to Minister,Ministry of the Solicitor General,Provided support to the Minister at the Federal-Provincial-Territorial Meeting of Ministers Responsible for Justice and Public Safety.,43851,43852,"Victoria, BC",,,958.88,0,174.56,57.5,0,1190.94,0,0,1190.94
"GEORGAKOPOULOS, JESSICA","GEORGAKOPOULOS, JESSICA",Staff to Minister,Government and Consumer Services,Provided support to the Minister during a new licence plate and driver's licence design announcement.,43570,43570,"Mississauga, ON",,,0,60,0,0,0,60,0,0,60
"GEORGAKOPOULOS, JESSICA","GEORGAKOPOULOS, JESSICA",Staff to Minister,Health and Long Term Care,Provided support to the Minister at the 2019 Association of Municipalities of Ontario Conference.,43695,43698,"Ottawa, ON",,,679.48,35,705.12,122.5,0,1542.1,0,0,1542.1
"GEORGAKOPOULOS, JESSICA","GEORGAKOPOULOS, JESSICA",Staff to Minister,Health and Long Term Care,Attended a tour in Ottawa and a long-term care roundtable.,43804,43805,"Ottawa, ON",,,732.19,81.39,189.23,45,0,1047.81,0,0,1047.81
"GHERSON, GILES","GHERSON, GILES",Deputy Minister,Cabinet Office,Travelled to speak at the Canadian Consumer Specialty Products Association.,43592,43592,"Ottawa, ON",,,490.5,69.91,0,0,0,560.41,0,0,560.41
"GIANNEKOS, CHRIS","GIANNEKOS, CHRIS",Deputy Minister,Infrastructure,Attended the Association of Municipalities of Ontario conference and the Federal-Provincial-Territorial meeting of Deputy Ministers on Infrastructure,43695,43699,"Ottawa, ON",,,988.79,199,940.16,42.5,0,2170.45,0,0,2170.45
"GIBSON, ROBERT","GIBSON, ROBERT",Staff to Minister,Finance,Provided support to the Minister during a speech at the Canadian Club of Canada and tours of You.i TV and QNX Software Systems Limited.,43579,43580,"Brockville/Ottawa, ON",,,0,0,198.61,70,0,268.61,0,0,268.61
"GIBSON, ROBERT","GIBSON, ROBERT",Staff to Minister,Finance,Advanced the Minister's announcement on expansion of alcohol sales across Ontario.,43621,43621,"North York, ON",,,0,13.62,0,0,0,13.62,0,0,13.62
"GIBSON, ROBERT","GIBSON, ROBERT",Staff to Minister,"Economic Development and Growth, Research and Innovation and Science",Provided support to the Minister during a video shoot at the Trillium Automobile Dealers Association.,43888,43888,"Toronto, ON",,,0,30.36,0,0,0,30.36,0,0,30.36
"GIBSON, ROBERT","GIBSON, ROBERT",Staff to Minister,"Economic Development and Growth, Research and Innovation and Science",Provided support to the Minister during a trade mission to India.,43785,43790,"New Delhi, Mumbai, India",,,0,35.35,1593.13,0,0,1628.48,0,0,1628.48
"GIBSON, ROBERT","GIBSON, ROBERT",Staff to Minister,"Economic Development and Growth, Research and Innovation and Science",Provided support to the Minister at the 2020 Canadian International AutoShow.,43873,43874,"Toronto, ON",,,0,23.53,0,0,0,23.53,0,0,23.53
"GIBSON, ROBERT","GIBSON, ROBERT",Staff to Minister,"Economic Development and Growth, Research and Innovation and Science",Provided support to the Minister during a funding announcement for the automotive and manufacturing sectors in Windsor-Essex County.,43850,43851,"Windsor, ON",,,0,154.83,180.12,0,136.17,471.12,0,0,471.12
"GIBSON, ROBERT","GIBSON, ROBERT",Staff to Minister,"Economic Development and Growth, Research and Innovation and Science",Provided support to the Minister during a trade mission to India.,43783,43791,"New Delhi & Mumbai, India",,,2561.86,0,0,0,0,2561.86,0,0,2561.86
"GIGUERE, DENYS","GIGUERE, DENYS",Assistant Deputy Minister,Education,Meeting with French School Board and Ontario Federation of School Athletic Association,43587,43588,"Ottawa, ON",,,867.2,100.56,444.22,67.5,0,1479.48,0,0,1479.48
"GIGUERE, DENYS","GIGUERE, DENYS",Assistant Deputy Minister,Education,Regular travel expenses to routine meetings,43768,43769,"Toronto, ON",,,0,20,0,0,0,20,0,0,20
"GILL, PARM","GILL, PARM",Parliamentary Assistant,Municipal Affairs and Housing,Attended a Provincial Policy Statement consultation.,43719,43719,"Sudbury, ON",,,0,0,0,35,0,35,0,0,35
"GILL, PARM","GILL, PARM",Parliamentary Assistant,Municipal Affairs and Housing,Attended the 2019 Association of Municipalities of Ontario Conference.,43695,43698,"Ottawa, ON",,,0,472,616.98,170,0,1258.98,0,0,1258.98
"GLASBERG, IRWIN","GLASBERG, IRWIN",Assistant Deputy Attorney General,Attorney General,Attended the Association of Municipalities of Ontario conference.,43695,43697,"Ottawa, ON",,,0,308.59,451.28,49.27,0,809.14,0,0,809.14
"GLASS, KAREN","GLASS, KAREN",Assistant Deputy Minister,Health and Long Term Care,Northern Ontario September 2019 Engagement,43726,43728,"Thunder Bay, ON",,,831.96,21.23,300.86,54.58,0,1208.63,0,0,1208.63
"GLASS, KAREN","GLASS, KAREN",Assistant Deputy Minister,Health and Long Term Care,Travel for Provincial Territorial Meetings,43846,43847,"Ottawa, ON",,,335.51,324.5,105.77,16.87,0,782.65,0,0,782.65
"GODDARD, JESSICA","GODDARD, JESSICA",Staff to Minister,Labour,Provided support to the Minister during an International Women's Day event.,43887,43887,"Toronto, ON",,,0,9.14,0,0,0,9.14,0,0,9.14
"GONZALEZ YUMBLA, STEPHANIE","GONZALEZ YUMBLA, STEPHANIE",Staff to Parliamentary Assistant,"Environment, Conservation and Parks",Provided support to the Parliamentary Assistant at the International Rainy-Lake of the Woods Watershed Forum.,43900,43902,"International Falls, MN",,,895.88,16.42,362.69,63.45,0,1338.44,0,0,1338.44
"GORDON, RUPERT","GORDON, RUPERT",Assistant Deputy Minister,"Children, Community and Social Services",To attend the Ontario Agencies Supporting Individuals with Special Needs conference. Meals provided by hosts. Transportation provided by ministry.,43594,43594,"London, ON",,,0,16.54,0,0,0,16.54,0,0,16.54
"GOSSELIN, MARILISSA","GOSSELIN, MARILISSA",Staff to Minister,Transportation,Attended the Ministerial Conference on the Canadian Francophonie.,43642,43644,"Iqaluit, NU",,,0,0,546,0,0,546,0,0,546
"GRAHAM HARKNESS, JENNIFER","GRAHAM HARKNESS, JENNIFER",Executive Director (OPS Ministry),Transportation,Regular travel to routine meetings,43591,43629,"Toronto, St. Catharines, ON",,,0,380.8,972.83,330,0,1683.63,0,0,1683.63
"GRAHAM HARKNESS, JENNIFER","GRAHAM HARKNESS, JENNIFER",Executive Director (OPS Ministry),Transportation,Attend Transportation Annual Conference for Chief Engineers Council and Board of Directors meeting,43727,43733,"Halifax, NS",,,759.27,186.4,1296,245,0,2486.67,0,0,2486.67
"GRAHAM HARKNESS, JENNIFER","GRAHAM HARKNESS, JENNIFER",Executive Director (OPS Ministry),Transportation,Regular travel to routine meetings,43741,43769,"Toronto, St. Catharines, ON",,,0,969.54,966.01,270,0,2205.55,0,0,2205.55
"GRAHAM HARKNESS, JENNIFER","GRAHAM HARKNESS, JENNIFER",Executive Director (OPS Ministry),Transportation,Regular travel to routine meetings,43770,43798,"Toronto, St. Catharines, ON",,,0,944.59,900.37,400,0,2244.96,0,0,2244.96
